thinkBack: Stock quote and option quote for SPX on 7/23/16 23:59:59,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
UNDERLYING,,,,,,,,,,,,,,,,,,,,,,,,,
Last,Net Chng,Volume,Open,High,Low,,,,,,,,,,,,,,,,,,,,
2175.03,9.86,0,2166.47,2175.11,2163.24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
22 JUL 16  (-1)  100 (Weeklys),,,,,,,,,,,,,,,,,,,,,,,,,
,,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,Bid,Ask,Exp,Strike,Bid,Ask,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,,
,,5.72%,98.89%,0.01,0.00,-0.10,0.03,581,"6,701",0,0.05,22 JUL 16,2190,12.90,18.60,11.49%,12.73%,-0.87,0.02,-0.78,0.24,41,602,,
,,7.35%,99.11%,0.01,0.00,-0.10,0.03,137,"5,907",0,0.05,22 JUL 16,2195,17.70,23.70,13.86%,10.39%,-0.89,0.01,-0.73,0.21,8,41,,
,,8.95%,99.25%,0.01,0.00,-0.11,0.02,62,"23,624",0,0.05,22 JUL 16,2200,23.10,28.70,17.35%,10.41%,-0.89,0.01,-0.93,0.21,21,585,,
,,10.48%,99.37%,0.01,0.00,-0.11,0.02,31,"3,359",0,0.05,22 JUL 16,2205,26.70,34.70,18.78%,8.15%,-0.91,0.01,-0.73,0.18,1,6,,
,,12.00%,99.44%,0.01,0.00,-0.11,0.02,6,"2,653",0,0.05,22 JUL 16,2210,31.70,39.70,21.15%,7.43%,-0.92,0.01,-0.73,0.17,0,2,,
,,13.50%,99.50%,0.01,0.00,-0.11,0.02,3,"2,122",0,0.05,22 JUL 16,2215,36.70,44.70,23.49%,6.87%,-0.92,0.00,-0.73,0.16,0,2,,
,,14.97%,99.55%,0.00,0.00,-0.11,0.02,1,"6,721",0,0.05,22 JUL 16,2220,41.70,49.70,25.79%,6.41%,-0.93,0.00,-0.73,0.15,0,42,,
,,16.47%,99.58%,0.00,0.00,-0.12,0.01,20,"14,461",0,0.05,22 JUL 16,2225,47.40,54.70,30.27%,7.49%,-0.92,0.00,-1.08,0.17,0,395,,
,,17.92%,99.61%,0.00,0.00,-0.12,0.01,0,"5,320",0,0.05,22 JUL 16,2230,51.60,60.10,31.35%,6.32%,-0.93,0.00,-0.88,0.15,0,0,,
,,19.35%,99.64%,0.00,0.00,-0.12,0.01,0,"1,965",0,0.05,22 JUL 16,2235,56.60,65.10,33.62%,6.02%,-0.93,0.00,-0.88,0.15,0,0,,
,,20.77%,99.66%,0.00,0.00,-0.12,0.01,0,910,0,0.05,22 JUL 16,2240,61.60,70.10,35.89%,5.76%,-0.93,0.00,-0.88,0.15,0,0,,
,,22.18%,99.68%,0.00,0.00,-0.12,0.01,99,788,0,0.05,22 JUL 16,2245,66.60,75.10,38.13%,5.53%,-0.93,0.00,-0.88,0.14,0,0,,
,,23.58%,99.70%,0.00,0.00,-0.13,0.01,0,"5,507",0,0.05,22 JUL 16,2250,71.60,80.10,40.37%,5.33%,-0.93,0.00,-0.88,0.14,0,43,,
,,26.34%,99.73%,0.00,0.00,-0.13,0.01,0,"3,191",0,0.05,22 JUL 16,2260,81.60,90.10,44.82%,5.00%,-0.94,0.00,-0.88,0.14,0,0,,
,,30.41%,99.77%,0.00,0.00,-0.13,0.01,0,"33,106",0,0.05,22 JUL 16,2275,96.60,105.10,51.44%,4.63%,-0.94,0.00,-0.88,0.13,0,1,,
,,37.03%,99.81%,0.00,0.00,-0.14,0.01,0,"8,115",0,0.05,22 JUL 16,2300,119.50,131.80,60.83%,3.83%,-0.94,0.00,-0.68,0.12,0,4,,
,,43.41%,99.84%,0.00,0.00,-0.14,0.01,0,"8,071",0,0.05,22 JUL 16,2325,144.50,156.80,71.74%,3.64%,-0.94,0.00,-0.68,0.12,0,0,,
,,49.77%,99.86%,0.00,0.00,-0.14,0.01,0,"3,018",0,0.05,22 JUL 16,2350,169.50,181.80,82.64%,3.51%,-0.94,0.00,-0.68,0.12,0,0,,
,,55.97%,99.87%,0.00,0.00,-0.15,0.01,0,385,0,0.05,22 JUL 16,2375,194.50,206.80,93.53%,3.43%,-0.94,0.00,-0.68,0.13,0,0,,
,,61.97%,99.89%,0.00,0.00,-0.15,0.00,14,"1,642",0,0.05,22 JUL 16,2400,219.50,231.80,104.43%,3.38%,-0.94,0.00,-0.68,0.13,0,0,,
,,67.78%,99.90%,0.00,0.00,-0.15,0.00,0,0,0,0.05,22 JUL 16,2425,244.50,256.80,115.32%,3.34%,-0.94,0.00,-0.68,0.13,0,0,,
,,73.82%,99.90%,0.00,0.00,-0.15,0.00,508,"1,128",0,0.05,22 JUL 16,2450,269.50,281.80,126.22%,3.32%,-0.94,0.00,-0.68,0.13,0,0,,
,,85.09%,99.92%,0.00,0.00,-0.16,0.00,"1,335","1,278",0,0.05,22 JUL 16,2500,319.50,331.80,148.01%,3.32%,-0.93,0.00,-0.68,0.13,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
27 JUL 16  (4)  100 (Weeklys),,,,,,,,,,,,,,,,,,,,,,,,,
,,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,Bid,Ask,Exp,Strike,Bid,Ask,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,562.00,585.50,27 JUL 16,1600,0,0.05,80.21%,99.94%,0.00,0.00,-0.02,0.00,0,"1,689",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,537.00,560.50,27 JUL 16,1625,0,0.05,76.43%,99.93%,0.00,0.00,-0.02,0.00,0,"2,039",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,512.00,535.50,27 JUL 16,1650,0,0.05,72.64%,99.93%,0.00,0.00,-0.02,0.00,0,5,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,487.00,510.50,27 JUL 16,1675,0,0.05,68.90%,99.93%,0.00,0.00,-0.02,0.00,0,111,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,462.00,485.50,27 JUL 16,1700,0,0.10,68.97%,99.87%,0.00,0.00,-0.04,0.01,0,92,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,452.00,475.50,27 JUL 16,1710,0,0.05,63.78%,99.93%,0.00,0.00,-0.02,0.01,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,442.00,465.50,27 JUL 16,1720,0,0.05,62.32%,99.92%,0.00,0.00,-0.02,0.01,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,437.00,460.50,27 JUL 16,1725,0,0.05,61.60%,99.92%,0.00,0.00,-0.02,0.01,0,181,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,432.00,455.50,27 JUL 16,1730,0,0.05,60.88%,99.92%,0.00,0.00,-0.02,0.01,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,422.00,445.50,27 JUL 16,1740,0,0.05,59.46%,99.92%,0.00,0.00,-0.02,0.01,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,412.00,435.50,27 JUL 16,1750,0,0.05,58.04%,99.92%,0.00,0.00,-0.02,0.01,0,13,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,401.90,425.50,27 JUL 16,1760,0,0.05,56.63%,99.92%,0.00,0.00,-0.02,0.01,0,15,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,392.00,415.50,27 JUL 16,1770,0,0.05,55.23%,99.92%,0.00,0.00,-0.02,0.01,0,14,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,387.00,410.50,27 JUL 16,1775,0,0.05,54.53%,99.92%,0.00,0.00,-0.02,0.01,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,382.00,405.50,27 JUL 16,1780,0,0.05,53.84%,99.92%,0.00,0.00,-0.02,0.01,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,371.90,395.50,27 JUL 16,1790,0,0.05,52.37%,99.92%,0.00,0.00,-0.02,0.01,0,30,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,362.00,385.50,27 JUL 16,1800,0,0.10,53.99%,99.84%,0.00,0.00,-0.04,0.01,0,"4,245",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,357.00,380.50,27 JUL 16,1805,0,0.05,50.30%,99.91%,0.00,0.00,-0.02,0.01,0,10,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,352.00,375.50,27 JUL 16,1810,0,0.05,49.58%,99.91%,0.00,0.00,-0.02,0.01,0,801,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,347.00,370.50,27 JUL 16,1815,0,0.05,48.91%,99.91%,0.00,0.00,-0.02,0.01,0,11,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,342.00,365.50,27 JUL 16,1820,0,0.05,48.20%,99.91%,0.00,0.00,-0.02,0.01,0,34,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,337.00,360.50,27 JUL 16,1825,0,0.05,47.53%,99.91%,0.00,0.00,-0.02,0.01,0,"1,003",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,332.00,355.50,27 JUL 16,1830,0,0.05,46.81%,99.91%,0.00,0.00,-0.02,0.01,0,70,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,326.90,350.50,27 JUL 16,1835,0,0.05,46.13%,99.91%,0.00,0.00,-0.02,0.01,0,100,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,322.00,345.50,27 JUL 16,1840,0,0.05,45.45%,99.91%,0.00,0.00,-0.02,0.01,0,"1,270",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,317.00,340.50,27 JUL 16,1845,0,0.05,44.80%,99.90%,0.00,0.00,-0.02,0.01,0,"1,287",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,312.00,335.50,27 JUL 16,1850,0,0.05,44.07%,99.90%,0.00,0.00,-0.02,0.01,0,"2,001",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,307.00,330.50,27 JUL 16,1855,0,0.05,43.40%,99.90%,0.00,0.00,-0.02,0.01,0,500,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,302.00,325.50,27 JUL 16,1860,0,0.05,42.70%,99.90%,0.00,0.00,-0.02,0.01,0,34,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,297.00,320.50,27 JUL 16,1865,0,0.05,42.02%,99.90%,0.00,0.00,-0.02,0.01,0,336,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,292.00,315.50,27 JUL 16,1870,0,0.05,41.34%,99.90%,0.00,0.00,-0.02,0.01,0,108,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,287.00,310.50,27 JUL 16,1875,0,0.05,40.67%,99.90%,0.00,0.00,-0.02,0.01,5,"3,017",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,282.00,305.50,27 JUL 16,1880,0,0.05,40.01%,99.90%,0.00,0.00,-0.02,0.01,0,62,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,277.00,300.50,27 JUL 16,1885,0,0.05,39.36%,99.89%,0.00,0.00,-0.02,0.01,"1,190",8,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,272.00,295.50,27 JUL 16,1890,0,0.10,41.00%,99.81%,0.00,0.00,-0.04,0.01,410,24,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,267.00,290.50,27 JUL 16,1895,0,0.05,37.97%,99.89%,0.00,0.00,-0.02,0.01,0,53,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,262.00,285.50,27 JUL 16,1900,0,0.05,37.28%,99.89%,0.00,0.00,-0.02,0.01,215,"1,131",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,257.00,280.50,27 JUL 16,1905,0,0.05,36.61%,99.89%,0.00,0.00,-0.02,0.01,0,8,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,252.00,275.50,27 JUL 16,1910,0,0.10,38.19%,99.80%,0.00,0.00,-0.04,0.01,15,312,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,247.00,270.50,27 JUL 16,1915,0.05,0.10,38.92%,99.71%,0.00,0.00,-0.05,0.02,17,10,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,242.00,265.50,27 JUL 16,1920,0,0.10,36.76%,99.79%,0.00,0.00,-0.04,0.02,173,31,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,237.00,260.50,27 JUL 16,1925,0,0.10,36.05%,99.79%,0.00,0.00,-0.04,0.02,320,381,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,232.10,255.50,27 JUL 16,1930,0,0.15,36.75%,99.70%,0.00,0.00,-0.05,0.02,235,345,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,227.10,250.50,27 JUL 16,1935,0,0.10,34.64%,99.78%,0.00,0.00,-0.04,0.02,743,374,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,222.10,245.50,27 JUL 16,1940,0,0.10,33.94%,99.78%,0.00,0.00,-0.04,0.02,545,214,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,217.10,240.50,27 JUL 16,1945,0,0.10,33.24%,99.77%,0.00,0.00,-0.04,0.02,390,387,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,212.10,235.50,27 JUL 16,1950,0,0.10,32.54%,99.77%,0.00,0.00,-0.04,0.02,162,"3,181",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,207.10,230.50,27 JUL 16,1955,0,0.10,31.84%,99.77%,0.00,0.00,-0.04,0.02,95,10,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,202.00,225.50,27 JUL 16,1960,0,0.15,32.39%,99.67%,0.00,0.00,-0.05,0.02,303,71,,
,,55.94%,6.56%,0.94,0.00,-1.49,0.30,0,2,200.50,224.00,27 JUL 16,1965,0,0.10,30.45%,99.76%,0.00,0.00,-0.04,0.02,43,171,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,196.10,211.50,27 JUL 16,1970,0.05,0.10,30.94%,99.65%,0.00,0.00,-0.05,0.02,17,42,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,191.10,206.50,27 JUL 16,1975,0.05,0.10,30.22%,99.65%,0.00,0.00,-0.05,0.02,15,309,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,186.10,201.50,27 JUL 16,1980,0.05,0.10,29.50%,99.64%,0.00,0.00,-0.05,0.03,95,320,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,181.10,196.50,27 JUL 16,1985,0.05,0.15,29.65%,99.53%,0.00,0.00,-0.07,0.03,40,35,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,176.10,191.50,27 JUL 16,1990,0.05,0.15,28.92%,99.52%,0.00,0.00,-0.07,0.03,100,151,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,171.10,186.50,27 JUL 16,1995,0.05,0.15,28.18%,99.51%,0.00,0.00,-0.07,0.03,75,87,,
,,--,0.00%,1.00,0.00,0.00,0.00,2,1,166.10,181.50,27 JUL 16,2000,0.05,0.15,27.44%,99.50%,0.00,0.00,-0.07,0.03,"1,436","1,781",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,161.10,176.50,27 JUL 16,2005,0.05,0.15,26.70%,99.49%,0.00,0.00,-0.07,0.03,0,334,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,156.10,171.50,27 JUL 16,2010,0.05,0.15,25.97%,99.48%,0.00,0.00,-0.07,0.04,2,319,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,151.00,166.50,27 JUL 16,2015,0.10,0.15,25.86%,99.36%,-0.01,0.00,-0.08,0.04,59,311,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,7,146.10,161.50,27 JUL 16,2020,0.10,0.15,25.11%,99.34%,-0.01,0.00,-0.08,0.04,27,188,,
,,--,0.00%,1.00,0.00,0.00,0.00,106,151,141.10,156.50,27 JUL 16,2025,0.10,0.15,24.36%,99.33%,-0.01,0.00,-0.08,0.05,10,"9,052",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,18,136.20,151.50,27 JUL 16,2030,0.10,0.15,23.60%,99.31%,-0.01,0.00,-0.08,0.05,0,993,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,16,131.20,146.50,27 JUL 16,2035,0.05,0.20,22.85%,99.29%,-0.01,0.00,-0.08,0.05,124,375,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,9,126.20,141.50,27 JUL 16,2040,0.05,0.20,22.09%,99.27%,-0.01,0.00,-0.08,0.05,9,"1,908",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,4,121.20,136.50,27 JUL 16,2045,0.15,0.20,22.22%,99.02%,-0.01,0.00,-0.11,0.06,0,293,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,36,116.20,131.50,27 JUL 16,2050,0.15,0.20,21.44%,98.99%,-0.01,0.00,-0.11,0.07,"1,030","6,998",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,7,111.20,126.80,27 JUL 16,2055,0.15,0.20,20.66%,98.96%,-0.01,0.00,-0.11,0.07,100,484,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,6,106.20,121.50,27 JUL 16,2060,0.15,0.25,20.22%,98.80%,-0.01,0.00,-0.12,0.08,133,959,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,1,101.20,116.50,27 JUL 16,2065,0.15,0.25,19.42%,98.76%,-0.01,0.00,-0.12,0.08,190,491,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,50,99.20,108.70,27 JUL 16,2070,0.20,0.25,18.92%,98.60%,-0.01,0.00,-0.13,0.09,75,794,,
,,--,0.00%,1.00,0.00,0.00,0.00,1,41,94.10,103.80,27 JUL 16,2075,0.20,0.25,18.11%,98.54%,-0.01,0.00,-0.13,0.09,219,"9,318",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,69,89.30,98.80,27 JUL 16,2080,0.20,0.30,17.56%,98.36%,-0.02,0.00,-0.14,0.10,170,"1,060",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,28,84.30,93.70,27 JUL 16,2085,0.25,0.35,17.19%,98.03%,-0.02,0.00,-0.17,0.12,571,435,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,"1,999",79.30,88.70,27 JUL 16,2090,0.25,0.35,16.34%,97.95%,-0.02,0.00,-0.17,0.12,209,"2,330",,
,,--,0.00%,1.00,0.00,0.00,0.00,10,94,74.30,83.90,27 JUL 16,2095,0.30,0.40,15.87%,97.59%,-0.02,0.00,-0.19,0.14,134,747,,
,,--,0.00%,1.00,0.00,0.00,0.00,13,463,69.30,78.80,27 JUL 16,2100,0.30,0.40,15.00%,97.47%,-0.02,0.00,-0.19,0.15,"2,607","3,628",,
,,--,0.00%,1.00,0.00,0.00,0.00,17,121,64.40,74.00,27 JUL 16,2105,0.35,0.45,14.44%,97.07%,-0.03,0.00,-0.21,0.17,741,"1,425",,
,,--,0.00%,1.00,0.00,0.00,0.00,57,151,59.40,69.00,27 JUL 16,2110,0.40,0.50,13.83%,96.63%,-0.03,0.00,-0.23,0.19,439,"1,768",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,34,54.40,64.00,27 JUL 16,2115,0.45,0.60,13.28%,96.02%,-0.04,0.00,-0.26,0.21,472,931,,
,,--,0.00%,1.00,0.00,0.00,0.00,18,186,50.20,59.10,27 JUL 16,2120,0.50,0.65,12.56%,95.49%,-0.04,0.00,-0.27,0.24,971,"1,635",,
,,--,0.00%,1.00,0.00,0.00,0.00,45,322,47.70,50.20,27 JUL 16,2125,0.60,0.75,11.98%,94.61%,-0.05,0.00,-0.31,0.28,"2,447","10,533",,
,,--,0.00%,1.00,0.00,0.00,0.00,61,390,42.90,45.30,27 JUL 16,2130,0.75,0.90,11.48%,93.38%,-0.06,0.00,-0.35,0.32,505,"1,645",,
,,--,0.00%,1.00,0.00,0.00,0.00,51,52,38.20,40.50,27 JUL 16,2135,0.90,1.05,10.86%,92.02%,-0.08,0.01,-0.39,0.37,421,808,,
,,--,0.00%,1.00,0.00,0.00,0.00,129,967,33.40,35.80,27 JUL 16,2140,1.05,1.30,10.25%,90.24%,-0.10,0.01,-0.44,0.43,"3,119","1,392",,
,,--,0.00%,1.00,0.00,0.00,0.00,171,175,28.70,31.10,27 JUL 16,2145,1.35,1.60,9.72%,87.72%,-0.12,0.01,-0.51,0.51,972,787,,
,,7.72%,11.36%,0.93,0.01,-0.13,0.32,923,565,24.20,26.30,27 JUL 16,2150,1.70,2.05,9.19%,84.42%,-0.15,0.01,-0.58,0.60,"1,446","2,824",,
,,8.04%,18.11%,0.85,0.01,-0.32,0.58,"1,048",260,20.00,21.90,27 JUL 16,2155,2.30,2.65,8.75%,79.86%,-0.20,0.01,-0.68,0.71,568,440,,
,,7.69%,24.33%,0.78,0.02,-0.43,0.74,252,765,15.70,17.60,27 JUL 16,2160,3.10,3.50,8.33%,73.95%,-0.26,0.02,-0.77,0.82,988,"1,470",,
,,7.48%,32.58%,0.69,0.02,-0.54,0.89,"1,037",632,12.30,13.30,27 JUL 16,2165,4.20,4.40,7.79%,66.77%,-0.33,0.02,-0.83,0.92,"1,252",417,,
,,7.21%,42.25%,0.59,0.02,-0.60,0.98,"1,655",806,8.90,9.80,27 JUL 16,2170,5.70,6.10,7.49%,57.45%,-0.42,0.02,-0.90,1.00,777,636,,
,,6.96%,53.18%,0.48,0.02,-0.62,1.01,565,"6,486",6.10,6.80,27 JUL 16,2175,7.70,8.40,7.25%,46.93%,-0.53,0.02,-0.92,1.01,528,"1,009",,
,,6.73%,64.57%,0.36,0.02,-0.58,0.95,547,626,3.90,4.40,27 JUL 16,2180,10.10,11.10,6.87%,35.69%,-0.64,0.02,-0.86,0.95,33,46,,
,,6.61%,75.08%,0.25,0.02,-0.49,0.81,930,596,2.35,2.70,27 JUL 16,2185,12.90,15.10,6.78%,25.46%,-0.74,0.02,-0.78,0.82,5,11,,
,,6.62%,83.43%,0.17,0.01,-0.38,0.64,"1,005","3,346",1.40,1.60,27 JUL 16,2190,16.90,18.90,6.72%,16.92%,-0.83,0.01,-0.67,0.65,28,11,,
,,6.70%,89.43%,0.11,0.01,-0.28,0.47,573,530,0.80,0.95,27 JUL 16,2195,21.30,23.60,7.18%,12.16%,-0.88,0.01,-0.61,0.52,6,2,,
,,6.82%,93.50%,0.07,0.01,-0.19,0.33,"1,278","2,173",0.45,0.55,27 JUL 16,2200,23.80,29.80,6.70%,6.16%,-0.94,0.01,-0.45,0.32,12,2,,
,,7.25%,95.47%,0.05,0.01,-0.15,0.25,556,"1,554",0.30,0.40,27 JUL 16,2205,27.60,35.60,6.86%,3.70%,-0.96,0.00,-0.39,0.21,0,10,,
,,7.68%,96.79%,0.03,0.00,-0.12,0.19,941,828,0.20,0.30,27 JUL 16,2210,32.80,40.80,8.62%,4.96%,-0.95,0.00,-0.47,0.27,1,10,,
,,8.53%,97.08%,0.03,0.00,-0.12,0.18,108,172,0.20,0.30,27 JUL 16,2215,37.60,45.60,8.61%,3.03%,-0.97,0.00,-0.40,0.18,0,0,,
,,9.04%,97.73%,0.02,0.00,-0.10,0.14,152,637,0.15,0.25,27 JUL 16,2220,42.40,50.40,7.69%,0.94%,-0.99,0.00,-0.31,0.07,0,0,,
,,9.65%,98.10%,0.02,0.00,-0.09,0.12,189,"3,080",0.15,0.20,27 JUL 16,2225,47.40,55.40,8.42%,0.88%,-0.99,0.00,-0.31,0.06,0,0,,
,,10.20%,98.43%,0.02,0.00,-0.08,0.11,255,123,0.10,0.20,27 JUL 16,2230,51.50,61.00,0.08%,0.00%,-1.00,0.00,0.00,13.65,1,0,,
,,10.96%,98.53%,0.02,0.00,-0.08,0.10,282,40,0.10,0.20,27 JUL 16,2235,56.50,66.00,0.09%,0.00%,-1.00,0.00,0.00,13.64,0,0,,
,,11.71%,98.61%,0.01,0.00,-0.09,0.09,40,290,0.10,0.20,27 JUL 16,2240,61.50,71.10,0.09%,0.00%,-1.00,0.00,0.00,13.63,0,0,,
,,12.45%,98.69%,0.01,0.00,-0.09,0.09,92,5,0.10,0.20,27 JUL 16,2245,66.50,76.10,0.09%,0.00%,-1.00,0.00,0.00,13.63,0,0,,
,,12.87%,98.93%,0.01,0.00,-0.07,0.08,315,460,0.10,0.15,27 JUL 16,2250,71.50,81.10,0.08%,0.00%,-1.00,0.00,0.00,13.62,1,0,,
,,12.76%,99.32%,0.01,0.00,-0.05,0.05,318,22,0.05,0.10,27 JUL 16,2255,76.50,86.00,0.09%,0.00%,-1.00,0.00,0.00,13.61,0,0,,
,,13.44%,99.35%,0.01,0.00,-0.05,0.05,115,153,0.05,0.10,27 JUL 16,2260,81.50,91.10,0.09%,0.00%,-1.00,0.00,0.00,13.61,0,0,,
,,14.11%,99.38%,0.01,0.00,-0.05,0.05,115,9,0.05,0.10,27 JUL 16,2265,86.50,96.00,0.09%,0.00%,-1.00,0.00,0.00,13.60,0,0,,
,,14.14%,99.57%,0.00,0.00,-0.03,0.03,104,636,0,0.10,27 JUL 16,2270,91.50,100.90,0.08%,0.00%,-1.00,0.00,0.00,13.59,0,0,,
,,15.44%,99.43%,0.01,0.00,-0.05,0.04,"2,323","2,259",0,0.15,27 JUL 16,2275,96.50,105.90,0.08%,0.00%,-1.00,0.00,0.00,13.59,1,1,,
,,16.74%,99.81%,0.00,0.00,-0.02,0.02,865,938,0,0.05,27 JUL 16,2300,118.50,133.90,0.09%,0.00%,-1.00,0.00,-1.36,0.00,0,0,,
,,19.62%,99.84%,0.00,0.00,-0.02,0.01,0,"2,570",0,0.05,27 JUL 16,2325,143.50,158.90,0.09%,0.00%,-1.00,0.00,0.00,13.52,0,0,,
,,22.44%,99.86%,0.00,0.00,-0.02,0.01,0,514,0,0.05,27 JUL 16,2350,168.50,183.90,0.08%,0.00%,-1.00,0.00,0.00,13.48,0,0,,
,,27.88%,99.89%,0.00,0.00,-0.02,0.01,0,261,0,0.05,27 JUL 16,2400,214.50,237.90,0.08%,0.00%,-1.00,0.00,0.00,13.42,0,0,,
,,35.17%,99.83%,0.00,0.00,-0.04,0.02,1,0,0,0.10,27 JUL 16,2450,264.50,288.00,0.09%,0.00%,-1.00,0.00,0.00,13.35,0,0,,
,,38.22%,99.92%,0.00,0.00,-0.02,0.01,1,0,0,0.05,27 JUL 16,2500,314.50,338.00,0.09%,0.00%,-1.00,0.00,0.00,13.28,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,
29 JUL 16  (6)  100 (Weeklys),,,,,,,,,,,,,,,,,,,,,,,,,
,,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,Bid,Ask,Exp,Strike,Bid,Ask,Impl Vol,Prob.OTM,Delta,Gamma,Theta,Vega,Volume,Open.Int,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1861.50,1885.00,29 JUL 16,300,0,0.05,408.56%,99.94%,0.00,0.00,-0.02,0.00,0,0,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1761.50,1785.00,29 JUL 16,400,0,0.05,349.03%,99.94%,0.00,0.00,-0.02,0.00,0,195,,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1661.60,1685.00,29 JUL 16,500,0,0.10,318.45%,99.91%,0.00,0.00,-0.03,0.00,0,"6,010",,
,,--,0.00%,1.00,0.00,0.00,0.00,0,0,1561.60,1585.00,29 JUL 16,600,0,0.10,279.71%,99.91%,0.00,0.00,-0.03,0.00,0,52,,
